Project Name,Package Name,Type Name,Method Name,Test Smell,Cause of the Smell
commons-lang,org.apache.commons.lang3,ArrayUtilsRemoveTest,testRemoveElementByteArray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
commons-lang,org.apache.commons.lang3,ArrayUtilsRemoveTest,testRemoveElementCharArray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
commons-lang,org.apache.commons.lang3,ArrayUtilsRemoveTest,testRemoveElementDoubleArray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
commons-lang,org.apache.commons.lang3,ArrayUtilsRemoveTest,testRemoveElementFloatArray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
commons-lang,org.apache.commons.lang3,ArrayUtilsRemoveTest,testRemoveElementIntArray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
commons-lang,org.apache.commons.lang3,ArrayUtilsRemoveTest,testRemoveElementLongArray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
commons-lang,org.apache.commons.lang3,ArrayUtilsRemoveTest,testRemoveElementObjectArray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
commons-lang,org.apache.commons.lang3,ArrayUtilsRemoveTest,testRemoveElementShortArray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
commons-lang,org.apache.commons.lang3,ArrayUtilsRemoveTest,testRemoveFloatArray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
commons-lang,org.apache.commons.lang3,ArrayUtilsRemoveTest,testRemoveIntArray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
commons-lang,org.apache.commons.lang3,ArrayUtilsRemoveTest,testRemoveLongArray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
commons-lang,org.apache.commons.lang3,ArrayUtilsRemoveTest,testRemoveNumberArray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 7
commons-lang,org.apache.commons.lang3,ArrayUtilsRemoveTest,testRemoveObjectArray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
commons-lang,org.apache.commons.lang3,ArrayUtilsRemoveTest,testRemoveShortArray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,test_isFalse_Boolean,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,test_isNotFalse_Boolean,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,test_isNotTrue_Boolean,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,test_isTrue_Boolean,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,test_negate_Boolean,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,test_toBoolean_Boolean,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,test_toBoolean_int,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,test_toBoolean_int_int_int,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,test_toBoolean_Integer_Integer_Integer,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,test_toBoolean_String,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 44
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,test_toBoolean_String_String_String,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,test_toBooleanDefaultIfNull_Boolean_boolean,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,test_toBooleanObject_int,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,test_toBooleanObject_int_int_int,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,test_toBooleanObject_Integer,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,test_toBooleanObject_Integer_Integer_Integer_Integer,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,test_toBooleanObject_String,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 32
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,test_toBooleanObject_String_String_String_String,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,test_toInteger_boolean,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,test_toInteger_boolean_int_int,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,test_toInteger_Boolean_int_int_int,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,test_toIntegerObject_boolean,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,test_toIntegerObject_Boolean,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,test_toIntegerObject_boolean_Integer_Integer,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,test_toIntegerObject_Boolean_Integer_Integer_Integer,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,test_toString_boolean_String_String_String,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,test_toString_Boolean_String_String_String,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,test_toStringOnOff_boolean,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,test_toStringOnOff_Boolean,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,test_toStringTrueFalse_boolean,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,test_toStringTrueFalse_Boolean,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,test_toStringYesNo_boolean,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,test_toStringYesNo_Boolean,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,testAnd_object_validInput_2items,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,testAnd_object_validInput_3items,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,testAnd_primitive_validInput_2items,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,testAnd_primitive_validInput_3items,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,testCompare,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,testConstructor,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,testOneHot_object_validInput_1item,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,testOneHot_object_validInput_2items,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,testOneHot_object_validInput_2ItemsNullsTreatedAsFalse,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,testOneHot_object_validInput_3items,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,testOneHot_primitive_validInput_1item,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,testOneHot_primitive_validInput_2items,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,testOneHot_primitive_validInput_3items,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,testOr_object_validInput_2items,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,testOr_object_validInput_3items,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,testOr_primitive_validInput_2items,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,testOr_primitive_validInput_3items,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,testXor_object_validInput_1items,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,testXor_object_validInput_2items,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,testXor_object_validInput_3items,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,testXor_primitive_validInput_1items,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,testXor_primitive_validInput_2items,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3,BooleanUtilsTest,testXor_primitive_validInput_3items,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
commons-lang,org.apache.commons.lang3,ClassPathUtilsTest,testConstructor,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-lang,org.apache.commons.lang3,ClassPathUtilsTest,testPackageToPath,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3,ClassPathUtilsTest,testPathToPackage,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3,CharSetUtilsTest,testConstructor,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-lang,org.apache.commons.lang3,CharSetUtilsTest,testSqueeze_StringString,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
commons-lang,org.apache.commons.lang3,CharSetUtilsTest,testSqueeze_StringStringarray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 16
commons-lang,org.apache.commons.lang3,CharSetUtilsTest,testContainsAny_StringString,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
commons-lang,org.apache.commons.lang3,CharSetUtilsTest,testContainsAny_StringStringarray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 17
commons-lang,org.apache.commons.lang3,CharSetUtilsTest,testCount_StringString,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 9
commons-lang,org.apache.commons.lang3,CharSetUtilsTest,testCount_StringStringarray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 17
commons-lang,org.apache.commons.lang3,CharSetUtilsTest,testKeep_StringString,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 11
commons-lang,org.apache.commons.lang3,CharSetUtilsTest,testKeep_StringStringarray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 18
commons-lang,org.apache.commons.lang3,CharSetUtilsTest,testDelete_StringString,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10
commons-lang,org.apache.commons.lang3,CharSetUtilsTest,testDelete_StringStringarray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 19
commons-lang,org.apache.commons.lang3,RandomStringUtilsTest,testConstructor,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-lang,org.apache.commons.lang3,RandomStringUtilsTest,testRandomStringUtils,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 35
commons-lang,org.apache.commons.lang3,RandomStringUtilsTest,testRandomStringUtils,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.RandomStringUtils.randomAlphanumeric; org.apache.commons.lang3.RandomStringUtils.randomNumeric; org.apache.commons.lang3.RandomStringUtils.random; org.apache.commons.lang3.RandomStringUtils.randomAlphabetic; org.apache.commons.lang3.RandomStringUtils.randomPrint; org.apache.commons.lang3.RandomStringUtils.random; org.apache.commons.lang3.RandomStringUtils.randomGraph; org.apache.commons.lang3.RandomStringUtils.randomAscii
commons-lang,org.apache.commons.lang3,RandomStringUtilsTest,testLANG807,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3,RandomStringUtilsTest,testExceptions,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 16
commons-lang,org.apache.commons.lang3,RandomStringUtilsTest,testRandomAsciiRange,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3,RandomStringUtilsTest,testRandomAlphabeticRange,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3,RandomStringUtilsTest,testRandomAlphanumericRange,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3,RandomStringUtilsTest,testRandomGraphRange,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3,RandomStringUtilsTest,testRandomNumericRange,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3,RandomStringUtilsTest,testRandomPrintRange,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3,RandomStringUtilsTest,testRandomStringUtilsHomog,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-lang,org.apache.commons.lang3,RandomStringUtilsTest,testLang100,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3,ArchUtilsTest,testArch,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 10
commons-lang,org.apache.commons.lang3,ArchUtilsTest,testArch,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.arch.Processor.isIA64; org.apache.commons.lang3.arch.Processor.isAarch64; org.apache.commons.lang3.arch.Processor.isX86; org.apache.commons.lang3.arch.Processor.isPPC; org.apache.commons.lang3.ArchUtils.getProcessor
commons-lang,org.apache.commons.lang3,ArchUtilsTest,testGetProcessor,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 4
commons-lang,org.apache.commons.lang3,ArchUtilsTest,testGetProcessor,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.arch.Processor.toString; org.apache.commons.lang3.ArchUtils.getProcessor; org.apache.commons.lang3.ObjectUtils.identityToString; org.apache.commons.lang3.ArchUtils.getProcessor
commons-lang,org.apache.commons.lang3,ArchUtilsTest,testIs32BitJVM,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-lang,org.apache.commons.lang3,ArchUtilsTest,testIs32BitJVM,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.arch.Processor.is32Bit; org.apache.commons.lang3.ArchUtils.getProcessor
commons-lang,org.apache.commons.lang3,ArchUtilsTest,testIs64BitJVM,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 8
commons-lang,org.apache.commons.lang3,ArchUtilsTest,testIs64BitJVM,Eager test,The tool detected the smell in this test method because the test checks the results of more than one method from class under test. The called methods are: org.apache.commons.lang3.arch.Processor.is64Bit; org.apache.commons.lang3.arch.Processor.is32Bit; org.apache.commons.lang3.ArchUtils.getProcessor
commons-lang,org.apache.commons.lang3,ArrayUtilsRemoveMultipleTest,testRemoveAllBooleanArray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 28
commons-lang,org.apache.commons.lang3,ArrayUtilsRemoveMultipleTest,testRemoveAllBooleanArrayRemoveNone,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3,ArrayUtilsRemoveMultipleTest,testRemoveAllByteArray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 24
commons-lang,org.apache.commons.lang3,ArrayUtilsRemoveMultipleTest,testRemoveAllByteArrayRemoveNone,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3,ArrayUtilsRemoveMultipleTest,testRemoveAllCharArray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 24
commons-lang,org.apache.commons.lang3,ArrayUtilsRemoveMultipleTest,testRemoveAllCharArrayRemoveNone,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3,ArrayUtilsRemoveMultipleTest,testRemoveAllDoubleArray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 24
commons-lang,org.apache.commons.lang3,ArrayUtilsRemoveMultipleTest,testRemoveAllDoubleArrayRemoveNone,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3,ArrayUtilsRemoveMultipleTest,testRemoveAllFloatArray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 24
commons-lang,org.apache.commons.lang3,ArrayUtilsRemoveMultipleTest,testRemoveAllFloatArrayRemoveNone,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3,ArrayUtilsRemoveMultipleTest,testRemoveAllIntArray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 26
commons-lang,org.apache.commons.lang3,ArrayUtilsRemoveMultipleTest,testRemoveAllIntArrayRemoveNone,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3,ArrayUtilsRemoveMultipleTest,testRemoveAllLongArray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 24
commons-lang,org.apache.commons.lang3,ArrayUtilsRemoveMultipleTest,testRemoveAllLongArrayRemoveNone,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3,ArrayUtilsRemoveMultipleTest,testRemoveAllNumberArray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 13
commons-lang,org.apache.commons.lang3,ArrayUtilsRemoveMultipleTest,testRemoveAllObjectArray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 22
commons-lang,org.apache.commons.lang3,ArrayUtilsRemoveMultipleTest,testRemoveAllObjectArrayRemoveNone,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3,ArrayUtilsRemoveMultipleTest,testRemoveAllShortArray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 24
commons-lang,org.apache.commons.lang3,ArrayUtilsRemoveMultipleTest,testRemoveAllShortArrayRemoveNone,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3,ArrayUtilsRemoveMultipleTest,testRemoveElementBooleanArray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 24
commons-lang,org.apache.commons.lang3,ArrayUtilsRemoveMultipleTest,testRemoveElementByteArray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 24
commons-lang,org.apache.commons.lang3,ArrayUtilsRemoveMultipleTest,testRemoveElementCharArray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 24
commons-lang,org.apache.commons.lang3,ArrayUtilsRemoveMultipleTest,testRemoveElementDoubleArray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 24
commons-lang,org.apache.commons.lang3,ArrayUtilsRemoveMultipleTest,testRemoveElementFloatArray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 24
commons-lang,org.apache.commons.lang3,ArrayUtilsRemoveMultipleTest,testRemoveElementIntArray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 24
commons-lang,org.apache.commons.lang3,ArrayUtilsRemoveMultipleTest,testRemoveElementLongArray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 24
commons-lang,org.apache.commons.lang3,ArrayUtilsRemoveMultipleTest,testRemoveElementShortArray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 24
commons-lang,org.apache.commons.lang3,ArrayUtilsRemoveMultipleTest,testRemoveElementsObjectArray,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 24
commons-lang,org.apache.commons.lang3,CharEncodingTest,testConstructor,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-lang,org.apache.commons.lang3,CharEncodingTest,testMustBeSupportedJava1_3_1_and_above,Missing assertion,The tool detected the smell in this test method because the test doesn't have any assertion.
commons-lang,org.apache.commons.lang3,CharEncodingTest,testSupported,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 3
commons-lang,org.apache.commons.lang3,CharEncodingTest,testNotSupported,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
commons-lang,org.apache.commons.lang3,CharEncodingTest,testStandardCharsetsEquality,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 6
commons-lang,org.apache.commons.lang3,RandomUtilsTest,testConstructor,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 5
commons-lang,org.apache.commons.lang3,RandomUtilsTest,testNextIntRandomResult,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-lang,org.apache.commons.lang3,RandomUtilsTest,testNextDoubleRandomResult,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-lang,org.apache.commons.lang3,RandomUtilsTest,testNextFloatRandomResult,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
commons-lang,org.apache.commons.lang3,RandomUtilsTest,testNextLongRandomResult,Assertion roulette,The tool detected the smell in this test method because the test uses multiple assertion in the test. Total number of assertions in the test are: 2
